Name,Lat Dd,Sec Town,Long Dd,Longitude,Structures,Yr Confirm,Latitude,Status,Aprox Str1,Yr Range1,Aprox Str2,Yr Range2,latitude,longitude
,11.179167,,26.283333,0261700,,,111045.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1791666663088,26.2833333336666
,11.183333,,26.266667,0261600,,,111100.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1833333332669,26.2666666667334
,11.15,,26.538333,0263218,,,110900.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1500000002999,26.5383333335167
,11.146667,,26.495833,0262945,,,110848.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1466666667334,26.4958333332419
,11.144444,,26.481667,0262854,,,110840.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1444444446556,26.4816666664836
,11.147778,,26.474722,0262829,,,110852.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1477777782221,26.474722222153
,11.138611,,26.455278,0262719,,,110819.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1386111109142,26.4552777778474
,11.143889,,26.415278,0262455,,,110838.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1438888884616,26.4152777777474
,11.154167,,26.393889,0262338,,,110915.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1541666663587,26.3938888885615
,11.204444,,26.551944,0263307,,,111216.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.2044444443558,26.551944444081
,11.184722,,26.579444,0263446,,,111105.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1847222219532,26.5794444442059
,11.066944,,26.3975,0262351,,,110401.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0669444446306,26.397500000225
,11.078056,,26.384167,0262303,,,110441.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0780555559193,26.3841666668583
,11.070556,,26.3525,0262109,,,110414.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0705555553947,26.3524999997753
,11.071667,,26.316944,0261901,,,110418.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0716666668833,26.3169444447305
,11.053056,,26.308611,0261831,,,110311.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0530555559693,26.3086111108143
,11.068611,,26.303611,0261813,,,110407.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0686111114138,26.3036111113639
,11.065833,,26.248333,0261454,,,110357.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.065833333142,26.2483333330171
,11.064444,,26.228333,0261342,,,110352.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0644444444557,26.2283333334167
,11.068056,,26.210833,0261239,,,110405.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0680555552199,26.210833333092
,11.113611,,26.2,0261200,,,110649.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1136111109641,26.1999999999002
,11.116667,,26.331389,0261953,,,110700.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1166666664337,26.3313888886864
,11.110556,,26.370833,0262215,,,110638.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1105555554947,26.3708333334917
,11.109722,,26.4,0262400,,,110635.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.109722222103,26.4000000003999
,11.094444,,26.328056,0261941,,,110540.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0944444447555,26.3280555551199
,11.089444,,26.318611,0261907,,,110522.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0894444444057,26.3186111115137
,11.101667,,26.219167,0261309,,,110606.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1016666662838,26.2191666670083
,11.072222,,26.519444,0263110,,,110420.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.072222222178,26.5194444445057
,11.06,,26.4775,0262839,,,110336.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0600000003,26.4775000004249
,11.0625,,26.445,0262642,,,110345.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0624999995755,26.4449999999502
,11.076111,,26.42,0262512,,,110434.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0761111110391,26.4200000000002
,11.058333,,26.411667,0262442,,,110330.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0583333335167,26.4116666669833
,11.11,,26.4,0262400,,,110636.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1100000002,26.4000000003999
,11.116667,,26.470833,0262815,,,110700.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1166666664337,26.4708333332919
,11.113889,,26.500278,0263001,,,110650.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1138888890612,26.5002777773977
,11.114167,,26.531111,0263152,,,110651.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1141666662588,26.531111111089
,11.083611,,26.496111,0262946,,,110501.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0836111106644,26.4961111113389
,11.0875,,26.45,0262700,,,110515.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0875000004248,26.4500000003
,11.094722,,26.419444,0262510,,,110541.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0947222219531,26.4194444447055
GIDEL AS SANT,11.008056,,26.527778,0263140,,,110029.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0080555555197,26.5277777775226
,11.004167,,26.462222,0262744,,,110015.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0041666666585,26.462222222178
,10.996667,,26.405278,0262419,,,105948.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9966666670332,26.4052777779473
,11.011667,,26.396667,0262348,,,110042.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0116666662838,26.3966666668334
,11.025278,,26.400556,0262402,,,110131.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0252777777474,26.4005555556945
,11.047778,,26.429167,0262545,,,110252.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0477777775226,26.4291666664087
,11.049167,,26.458611,0262731,,,110257.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0491666671082,26.4586111114138
,11.018611,,26.460833,0262739,,,110107.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0186111115137,26.4608333334917
AL FAEI,11.027778,,26.4325,0262557,,,110140.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0277777779223,26.4324999999752
,11.03,,26.498889,0262956,,,110148.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0300000000001,26.4988888887114
TUHAMA,11.032222,,26.355,0262118,,,110156.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0322222220781,26.3549999999502
,10.990833,,26.351944,0262107,,,105927.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9908333332918,26.3519444444807
,10.985278,,26.329444,0261946,,,105907.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9852777776475,26.3294444447055
,11.003056,,26.322778,0261922,,,110011.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0030555551699,26.3227777775725
,10.980556,,26.311667,0261842,,,105850.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9805555553947,26.3116666662838
,10.985,,26.270833,0261615,,,105906.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9849999995505,26.2708333336915
,11.034722,,26.376111,0262234,,,110205.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0347222222529,26.3761111110391
,11.023056,,26.3175,0261903,,,110123.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0230555556695,26.3175000000251
,11.0425,,26.317778,0261904,,,110233.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0424999999752,26.3177777781221
,11.046944,,26.295,0261742,,,110249.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0469444441309,26.29500000025
,11.047222,,26.261667,0261542,,,110250.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.047222222228,26.2616666663837
,11.043056,,26.221111,0261316,,,110235.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0430555552698,26.2211111109892
,11.034167,,26.178889,0261044,,,110203.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0341666669583,26.1788888888113
,11.0125,,26.218889,0261308,,,110045.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0124999996754,26.2188888889112
,10.972778,,26.277222,0261638,,,105822.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9727777776725,26.2772222218283
,10.965833,,26.306389,0261823,,,105757.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9658333333418,26.3063888887364
,10.9625,,26.381944,0262255,,,105745.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9624999997753,26.3819444447805
,10.910278,,26.379167,0262245,,,105437.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9102777777974,26.3791666665086
SADR AL HISAN,10.913333,,26.319444,0261910,,,105448.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9133333332669,26.319444444006
,10.914167,,26.282222,0261656,,,105451.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9141666666585,26.2822222221779
,10.913333,,26.268889,0261608,,,105448.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9133333332669,26.2688888888113
,10.921111,,26.248056,0261453,,,105516.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9211111109892,26.2480555558194
,10.911111,,26.214167,0261251,,,105440.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.911111111189,26.2141666666585
,10.913611,,26.1975,0261151,,,105449.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9136111113639,26.1974999997254
,10.946111,,26.286944,0261713,,,105646.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9461111109392,26.2869444444307
,10.9375,,26.304167,0261815,,,105615.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9374999998253,26.3041666666585
,10.932222,,26.370556,0262214,,,105556.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9322222222779,26.3705555553947
,10.925278,,26.598611,0263555,,,105531.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9252777779473,26.5986111113139
,10.915278,,26.496111,0262946,,,105455.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9152777781471,26.4961111113389
,10.965278,,26.455556,0262720,,,105755.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9652777780472,26.4555555559443
,10.980556,,26.468611,0262807,,,105850.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9805555553947,26.468611111214
,10.962222,,26.499444,0262958,,,105744.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9622222225777,26.499444444006
,10.954444,,26.482222,0262856,,,105716.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9544444448554,26.4822222217783
,10.934444,,26.519167,0263109,,,105604.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9344444443558,26.5191666664087
,10.831111,,26.214444,0261252,,,104952.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8311111109891,26.2144444447555
,10.901389,,26.204167,0261215,,,105405.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9013888885865,26.2041666668583
,10.889444,,26.2475,0261451,,,105322.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8894444448055,26.2474999996255
,10.8925,,26.279167,0261645,,,105333.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8925000002749,26.2791666667085
,10.850833,,26.176111,0261034,,,105103.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8508333333918,26.1761111114388
,10.872222,,26.261111,0261540,,,105220.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8722222225776,26.2611111110891
,10.835,,26.406111,0262422,,,105006.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8349999998503,26.4061111113389
,10.836389,,26.353889,0262114,,,105011.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8363888885365,26.3538888884616
,10.846111,,26.338611,0262019,,,105046.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.846111111139,26.3386111111141
,10.839444,,26.32,0261912,,,105022.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8394444440061,26.3200000002
,10.895833,,26.298333,0261754,,,105345.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8958333329421,26.2983333329171
,10.904167,,26.329722,0261947,,,105415.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9041666668584,26.3297222219032
,10.875278,,26.433611,0262601,,,105231.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8752777780472,26.4336111114638
,10.861667,,26.386944,0262313,,,105142.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8616666665836,26.3869444442309
,10.875556,,26.308333,0261830,,,105232.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8755555552448,26.3083333336166
,10.886667,,26.377778,0262240,,,105312.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8866666665336,26.3777777778224
,10.758056,,26.465833,0262757,,,104529.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7580555551199,26.4658333329421
,10.749722,,26.408056,0262429,,,104459.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.749722222103,26.4080555553198
,10.825,,26.320833,0261915,,,104930.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8250000000501,26.3208333335916
,10.774722,,26.191944,0261131,,,104629.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7747222220531,26.191944444081
,10.812222,,26.202778,0261210,,,104844.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8122222219781,26.2027777781721
,10.819167,,26.229167,0261345,,,104909.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8191666663088,26.2291666668084
,10.816111,,26.286667,0261712,,,104858.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8161111108392,26.2866666663338
,10.778611,,26.266111,0261558,,,104643.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7786111109142,26.2661111114388
,10.814444,,26.245278,0261443,,,104852.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.814444444056,26.2452777775476
,10.836111,,26.5075,0263027,,,105010.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8361111113389,26.5074999998253
,10.885278,,26.451389,0262705,,,105307.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8852777778473,26.4513888889862
,10.901389,,26.443056,0262635,,,105405.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9013888885865,26.4430555559693
,10.803333,,26.67,0264012,,,104812.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8033333336666,26.6700000003999
,11.167778,,26.798056,0264753,,,111004.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1677777778223,26.7980555556196
,10.996389,,26.766667,0264600,,,105947.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9963888889362,26.7666666666335
,11.049722,,26.696111,0264146,,,110259.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0497222224028,26.6961111109392
,11.023056,,26.664444,0263952,,,110123.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0230555556695,26.6644444447555
,10.857778,,26.7025,0264209,,,105128.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8577777777224,26.7024999999752
,10.914167,,26.7075,0264227,,,105451.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9141666666585,26.7075000003249
,10.904722,,26.731667,0264354,,,105417.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.904722222153,26.7316666668833
,10.850278,,26.775,0264630,,,105101.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8502777780972,26.7749999996504
,10.844444,,26.7625,0264545,,,105040.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8444444443558,26.7624999996754
,10.845556,,26.739444,0264422,,,105044.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8455555558444,26.7394444446056
,10.889167,,26.790278,0264725,,,105321.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8891666667085,26.7902777778973
,10.9225,,26.633056,0263759,,,105521.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9224999996754,26.6330555557694
,10.961944,,26.661111,0263940,,,105743.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9619444444807,26.661111111189
,10.973889,,26.677222,0264038,,,105826.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9738888891611,26.6772222219282
,10.960556,,26.682778,0264058,,,105738.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9605555557944,26.6827777775725
,10.955833,,26.713333,0264248,,,105721.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.9558333335416,26.7133333331669
TUMBRUKU,10.766944,,26.746389,0264447,,,104601.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7669444443308,26.7463888889362
,10.823611,,26.681667,0264054,,,104925.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8236111113638,26.6816666669832
,10.828333,,26.804722,0264817,,,104942.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8283333336166,26.8047222218532
,11.005278,,26.860556,0265138,,,110019.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.0052777781471,26.8605555554947
AT TAYYIB,10.891667,,26.876111,0265234,,,105330.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8916666668833,26.8761111109392
,11.199167,,27.114444,0270652,,,111157.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1991666668084,27.1144444447555
,11.115833,,27.203611,0271213,,,110657.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1158333330421,27.2036111113638
,11.166111,,27.240278,0271425,,,110958.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1661111110391,27.2402777778973
,11.171667,,27.275278,0271631,,,111018.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.1716666666835,27.2752777776475
ABU JABIRAH,10.882222,,27.316111,0271858,,,105256.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.8822222223778,27.316111111139
,13.786944,,22.775556,0224632,,,134713.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7869444442309,22.7755555557445
,13.779167,,22.76,0224536,,,134645.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7791666665086,22.7600000003
,13.760556,,22.774444,0224628,,,134538.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7605555555946,22.7744444442558
,13.733889,,22.806111,0224822,,,134402.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7338888888613,22.8061111113389
,13.736111,,22.758889,0224532,,,134410.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7361111109392,22.7588888888113
,13.721667,,22.783611,0224701,,,134318.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.7216666669833,22.7836111106644
,13.7,,22.775278,0224631,,,134200.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.6999999997004,22.7752777776475
,11.098056,,27.015278,0270055,~50 of ~50,,110553.0,DESTROYED,50.0,0.0,50.0,0.0,11.0980555555196,27.0152777774476
KHAIYOBA,10.690278,,27.040556,0270226,,,104125.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.6902777776974,27.0405555554947
,10.757222,,26.999722,0265959,,,104526.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7572222226277,26.9997222220031
,10.744444,,27.086111,0270510,,,104440.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7444444445557,27.0861111112389
,10.751111,,27.014722,0270053,,,104504.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7511111107893,27.014722222153
,10.707222,,26.945,0265642,,,104226.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7072222218283,26.9449999998503
,10.721389,,26.898056,0265353,,,104317.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.7213888885865,26.8980555554197
,13.402778,,24.873889,0245226,~75 of ~75,,132410.0,DESTROYED,75.0,0.0,75.0,0.0,13.4027777776724,24.873888889261
,11.623611,,25.870556,0255214,,,113725.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6236111106644,25.8705555554947
,11.65,,25.890833,0255327,,,113900.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.6500000002,25.8908333331919
,11.555833,,26.002778,0260010,,,113321.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5558333332419,26.0027777776725
,11.544722,,25.727222,0254338,,,113241.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.5447222219531,25.7272222220281
,12.6675,,25.926667,0255536,,,124003.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.6675000003249,25.9266666663337
,11.375278,,25.806111,0254822,,,112231.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3752777779472,25.8061111107393
,11.395,,25.836389,0255011,,,112342.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3950000003499,25.8363888891361
,11.339167,,25.808333,0254830,,,112021.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3391666667085,25.8083333337165
,11.326944,,25.68,0254048,,,111937.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3269444448304,25.6800000003998
,11.339722,,25.671944,0254019,,,112023.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3397222220031,25.6719444445806
,11.352222,,25.6575,0253927,,,112108.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.3522222219781,25.6574999997254
,11.4025,,25.700556,0254202,,,112409.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4024999999752,25.7005555552948
,11.413611,,25.828333,0254942,,,112449.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.4136111112639,25.8283333333168
,12.677222,,25.849444,0255058,,,124038.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.6772222220281,25.8494444444058
,12.840278,,24.525,0243130,,,125025.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8402777778973,24.5249999996504
BALI,12.860278,,24.511667,0243042,,,125137.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8602777774976,24.5116666662838
SUWER,12.87,,24.496389,0242947,,,125212.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8700000001001,24.4963888889362
TUWA,12.868056,,24.4925,0242933,,,125205.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8680555552199,24.4925000000751
,12.874444,,24.497778,0242952,,,125228.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8744444442559,24.4977777776225
SANDAWA GENOUB,12.871944,,24.4875,0242915,,,125219.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.871944444081,24.4874999997253
FEINA,12.8825,,24.488056,0242917,,,125257.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8825000000751,24.4880555559193
,12.910556,,24.517222,0243102,,,125438.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9105555554946,24.5172222219281
,12.909167,,24.560556,0243338,,,125433.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.9091666668084,24.5605555555946
KUMBAR,12.858889,,24.4925,0242933,,,125132.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8588888888114,24.4925000000751
,12.856111,,24.536944,0243213,,,125122.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.8561111114388,24.5369444443308
,10.574444,,26.175833,0261033,,,103428.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.5744444443558,26.1758333333418
,10.430833,,26.284167,0261703,,,102551.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.4308333336916,26.2841666670582
,10.608611,,27.063889,0270350,,,103631.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.6086111107144,27.0638888886614
,10.526389,,27.39,0272324,,,103135.0,NO DAMAGE,0.0,0.0,0.0,0.0,10.5263888893359,27.3900000003999
,13.870278,,22.379444,0222246,,,135213.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8702777779972,22.3794444445057
,13.859444,,22.388889,0222320,,,135134.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8594444448054,22.3888888890112
,12.725833,,24.124444,0240728,,,124333.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.7258333332419,24.1244444442559
DELEIBIYA,12.5975,,24.227778,0241340,,,123551.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.5974999999252,24.2277777776225
,12.653611,,25.814722,0254853,,,123913.0,NO DAMAGE,0.0,0.0,0.0,0.0,12.6536111107643,25.8147222218532
,13.09,,26.085833,0260509,,,130524.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.0900000002,26.0858333333418
GEBRANTO,14.57,,26.085,0260506,,,143412.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5700000003,26.0849999999502
CHORNABOK,14.579444,,26.149167,0260857,,,143446.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5794444448055,26.1491666666086
MARKISI,14.588889,,26.166111,0260958,,,143520.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.588888889311,26.1661111107393
DELDI,14.527222,,26.125556,0260732,,,143138.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5272222219282,26.1255555553448
KREKERA,14.536111,,26.078333,0260442,,,143210.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.536111111139,26.0783333337166
UMM EL HUSSIE,13.840556,,26.358611,0262131,,,135026.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.8405555557944,26.3586111107144
AL DIRRA,13.580833,,26.100833,0260603,,,133451.0,NO DAMAGE,0.0,0.0,0.0,0.0,13.5808333336915,26.1008333334917
MARSOOS,14.966111,,26.334722,0262005,,,145758.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.9661111115387,26.3347222222529
,14.548056,,24.842778,0245034,,,143253.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5480555558194,24.8427777774726
,14.455556,,24.921944,0245519,,,142720.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.4555555556445,24.9219444442808
UM AL ODA,14.408889,,24.946667,0245648,,,142432.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.408888889311,24.9466666670332
,14.571944,,24.993889,0245938,,,143419.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5719444442809,24.9938888886614
,14.426944,,24.960833,0245739,,,142537.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.4269444440311,24.9608333328922
,14.5625,,24.850833,0245103,,,143345.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5624999997754,24.8508333332919
,14.424722,,24.849167,0245057,,,142529.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.4247222219531,24.8491666665086
,14.391667,,24.944722,0245641,,,142330.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.3916666670832,24.944722222153
,14.343056,,24.997778,0245952,,,142035.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.3430555558694,24.9977777775226
,14.345833,,25.011111,0250040,,,142045.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.3458333332419,25.0111111108892
,14.515278,,25.541667,0253230,,,143055.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.5152777781471,25.5416666663837
,14.491389,,25.430833,0252551,,,142929.0,NO DAMAGE,0.0,0.0,0.0,0.0,14.4913888887863,25.4308333333918
EL UMDASAI,11.824444,,24.393889,0242338,,,114928.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.8244444445556,24.3938888889612
,11.800556,,24.389722,0242323,,,114802.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.8005555551949,24.3897222220031
,11.781944,,24.393611,0242337,,,114655.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7819444442808,24.3936111108642
,11.791111,,24.359722,0242135,,,114728.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7911111106894,24.3597222226027
,11.778889,,24.323333,0241924,,,114644.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7788888888113,24.3233333332669
ASSIBEIT,11.783333,,24.283333,0241700,,,114700.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7833333329671,24.283333333167
,11.784167,,24.252222,0241508,,,114703.0,NO DAMAGE,0.0,0.0,0.0,0.0,11.7841666663587,24.2522222222779
